HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Port
0,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,45.0,0,2138.0,0.0,0.0,659.0,0.0,False,1,0
0,1,0,21.0,0,0.0,0.0,0.0,0.0,304.8547912992357,False,3,0
0,0,0,19.0,0,78.0,0.0,0.0,550.0,0.0,False,3,0
0,0,0,49.0,0,651.0,25.0,0.0,849.0,2.0,False,1,1
0,0,0,21.0,0,0.0,820.0,0.0,45.0,0.0,True,1,1
0,0,0,18.0,0,0.0,402.0,2027.0,0.0,0.0,True,1,1
2,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
0,0,0,27.0,0,0.0,0.0,6.0,745.0,22.0,False,3,0
1,1,0,21.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,0,1,20.0,0,38.0,220.0,495.0,0.0,304.8547912992357,False,1,0
2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,0,0,20.0,0,212.0,0.0,991.0,0.0,13.0,False,1,1
0,0,0,24.0,0,388.0,0.0,7.0,409.0,0.0,False,1,0
0,0,0,41.0,0,2.0,0.0,551.0,5577.0,68.0,False,3,0
0,0,1,23.0,0,0.0,774.0,0.0,0.0,0.0,True,3,1
0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,2,58.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2,1,0,53.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,1,0
1,0,0,30.0,0,437.0,3585.0,0.0,4488.0,281.0,False,6,1
0,0,2,24.0,0,1.0,0.0,0.0,318.0,247.0,False,1,1
1,0,0,31.0,0,46.0,1935.0,0.0,995.0,1254.0,False,0,0
2,0,1,46.0,0,607.0,0.0,41.0,334.0,251.0,False,1,1
2,0,0,20.0,0,938.0,59.0,31.0,12.0,0.0,False,1,1
0,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,30.0,0,0.0,236.0,0.0,1149.0,0.0,False,1,0
0,0,2,24.0,0,0.0,421.0,0.0,207.0,63.0,False,1,0
0,0,0,34.0,0,0.0,0.0,0.0,628.0,0.0,False,3,0
0,0,0,20.0,0,1750.0,0.0,446.0,0.0,76.0,False,1,1
2,1,0,48.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
0,0,1,25.0,0,0.0,0.0,619.0,0.0,70.0,False,1,0
0,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,27.0,0,0.0,280.0,119.0,646.0,5.0,True,1,0
1,0,0,47.0,0,224.687617481203,32.0,0.0,4027.0,1440.0,False,0,0
1,0,2,26.0,0,26.0,4587.0,0.0,102.0,0.0,True,0,0
1,1,0,37.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
1,0,2,42.0,0,0.0,1180.0,0.0,2677.0,283.0,False,0,0
0,0,2,61.0,0,0.0,654.0,902.0,0.0,68.0,True,4,1
2,0,0,29.0,0,1443.0,1108.0,47.0,0.0,0.0,False,1,0
1,0,2,32.0,0,0.0,1968.0,13.0,1051.0,304.8547912992357,True,5,1
2,0,0,51.0,0,1671.0,0.0,17.0,0.0,0.0,False,1,0
2,0,0,43.0,0,2019.0,0.0,560.0,0.0,0.0,False,5,1
1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
0,0,0,31.0,0,0.0,0.0,187.0,602.0,0.0,False,4,1
0,0,1,13.0,0,0.0,14.0,857.0,0.0,72.0,False,1,1
0,0,0,20.0,0,546.0,0.0,228.0,0.0,0.0,False,3,1
0,0,0,29.0,0,1356.0,20.0,0.0,13.0,0.0,False,1,1
0,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,15.0,0,0.0,2347.0,0.0,380.0,0.0,True,1,1
0,0,0,50.0,0,0.0,5.0,0.0,2170.0,0.0,False,1,0
1,0,2,41.0,1,0.0,29813.0,0.0,1257.0,6.0,True,2,1
1,0,0,43.0,0,2.0,2229.0,33.0,6.0,198.0,True,2,1
1,1,0,32.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
1,0,0,36.0,0,0.0,3206.0,0.0,698.0,72.0,False,2,1
0,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,0,47.0,0,0.0,0.0,880.0,0.0,2.0,True,3,1
0,1,1,29.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,28.82793046746535,0,0.0,86.0,0.0,252.0,570.0,False,3,1
0,0,0,14.0,0,0.0,600.0,0.0,204.0,0.0,True,1,1
0,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
2,0,0,63.0,0,1172.0,0.0,1.0,311.1387779083431,0.0,False,4,1
0,0,0,22.0,0,48.0,329.0,182.0,26.0,154.0,False,1,1
2,0,0,32.0,0,2.0,416.0,26.0,510.0,0.0,False,4,1
0,0,2,31.0,0,0.0,14.0,671.0,1.0,3.0,False,1,1
0,0,0,24.0,0,0.0,1220.0,0.0,140.0,0.0,False,1,1
0,0,0,39.0,0,9.0,18.0,0.0,2.0,878.0,False,3,0
2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,1,2,20.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,19.0,0,0.0,0.0,0.0,0.0,0.0,False,4,0
2,0,2,20.0,0,552.0,8.0,1348.0,5.0,304.8547912992357,False,4,0
2,0,0,31.0,0,21.0,0.0,1031.0,0.0,304.8547912992357,False,5,0
2,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,24.0,0,2538.0,0.0,61.0,0.0,0.0,False,1,0
0,0,0,27.0,0,203.0,539.0,0.0,0.0,0.0,False,1,0
1,0,2,28.0,0,0.0,162.0,741.0,3733.0,99.0,True,6,1
1,1,0,41.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
0,0,1,26.0,0,93.0,0.0,469.0,0.0,0.0,True,1,1
0,0,0,27.0,0,485.0,1109.0,921.0,0.0,1.0,False,1,0
0,0,0,22.0,0,38.0,483.0,80.0,47.0,121.0,True,3,0
1,0,2,62.0,0,320.0,1179.0,756.0,4996.0,85.0,False,2,1
1,0,0,58.0,0,2.0,1.0,14.0,2.0,1153.0,False,2,1
0,0,0,37.0,0,0.0,1368.0,0.0,311.1387779083431,960.0,False,3,0
0,0,0,54.0,0,701.0,32.0,171.0,8.0,0.0,False,3,1
0,0,0,26.0,0,0.0,10.0,0.0,702.0,1.0,False,1,0
1,1,2,44.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1,1,0,34.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
0,1,0,47.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,0,0,27.0,1,0.0,3341.0,173.72916912197996,80.0,654.0,True,6,0
1,1,2,22.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,1,0,46.0,0,224.687617481203,0.0,0.0,0.0,0.0,True,3,0
0,0,0,29.0,0,0.0,0.0,885.0,0.0,0.0,True,1,1
0,0,2,43.0,0,485.0,4.0,136.0,48.0,0.0,False,3,0
0,0,0,42.0,0,0.0,0.0,32.0,772.0,0.0,False,1,0
0,0,0,39.0,0,0.0,0.0,13.0,0.0,868.0,True,1,1
2,0,0,30.0,0,616.0,0.0,185.0,210.0,475.0,False,1,0
2,0,0,43.0,0,2318.0,0.0,647.0,81.0,0.0,True,4,1
0,1,0,19.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
2,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,46.0,0,171.0,0.0,1257.0,5.0,0.0,True,1,0
0,0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,22.0,0,0.0,0.0,0.0,10.0,778.0,False,4,1
1,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
2,0,1,36.0,0,241.0,0.0,670.0,0.0,0.0,False,1,0
0,0,0,19.0,0,26.0,313.0,470.0,0.0,0.0,False,3,1
1,1,2,18.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,6,0
1,0,2,47.0,0,0.0,140.0,173.72916912197996,85.0,3970.0,False,0,1
1,0,0,18.0,0,20.0,1064.0,0.0,0.0,11643.0,False,0,1
0,0,0,6.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
0,0,0,20.0,0,0.0,544.0,1.0,0.0,378.0,False,1,0
2,0,0,18.0,0,262.0,302.0,1127.0,4225.0,0.0,False,1,0
0,0,0,37.0,0,0.0,1.0,0.0,219.0,304.8547912992357,False,1,0
0,0,0,22.0,0,12.0,746.0,802.0,58.0,0.0,False,4,1
2,0,0,37.0,0,20.0,0.0,2559.0,20.0,0.0,True,1,0
0,0,2,6.0,0,0.0,0.0,0.0,311.1387779083431,0.0,False,3,1
0,0,0,36.0,0,3.0,0.0,435.0,8.0,277.0,False,3,1
0,0,2,46.0,0,426.0,37.0,0.0,0.0,568.0,False,1,1
0,0,0,75.0,0,0.0,0.0,1224.0,311.1387779083431,1769.0,False,1,0
0,0,0,37.0,0,0.0,8.0,70.0,360.0,258.0,False,1,0
0,1,0,22.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,0
0,0,1,33.0,0,270.0,412.0,1.0,311.1387779083431,5.0,False,1,0
2,0,0,35.0,0,174.0,0.0,381.0,0.0,62.0,False,1,1
1,0,2,19.0,0,0.0,458.07720329024676,0.0,0.0,8195.0,False,6,0
1,0,2,34.0,0,0.0,22.0,173.72916912197996,3028.0,3768.0,False,6,0
0,0,0,23.0,0,1010.0,0.0,33.0,10.0,0.0,True,1,1
0,0,2,37.0,0,1508.0,458.07720329024676,0.0,1.0,0.0,False,3,1
0,0,2,24.0,0,1367.0,0.0,1.0,0.0,0.0,False,1,1
1,0,0,54.0,1,0.0,3381.0,0.0,4463.0,34.0,False,2,0
2,0,2,52.0,0,1377.0,0.0,32.0,22.0,0.0,True,1,0
0,1,0,60.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1,0,0,28.82793046746535,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1,0,0,22.0,0,0.0,297.0,3.0,676.0,2924.0,False,6,0
1,0,2,27.0,0,0.0,12077.0,0.0,75.0,0.0,True,6,0
1,1,2,48.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1,0,2,47.0,0,1320.0,428.0,4.0,24.0,0.0,False,6,0
1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,True,5,1
1,0,2,49.0,0,9.0,2426.0,95.0,1249.0,168.0,False,5,1
1,0,0,33.0,0,0.0,2012.0,1.0,9124.0,4.0,False,5,1
1,0,0,67.0,0,0.0,4715.0,0.0,599.0,6.0,True,5,1
0,1,1,5.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
1,1,2,60.0,0,0.0,0.0,0.0,0.0,0.0,True,5,0
1,1,0,56.0,0,0.0,0.0,0.0,0.0,0.0,True,5,0
1,0,0,59.0,0,0.0,2210.0,0.0,4085.0,11.0,False,5,0
1,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,True,5,0
0,0,0,33.0,0,0.0,763.0,1.0,66.0,84.0,False,3,0
0,1,0,28.0,0,0.0,0.0,173.72916912197996,0.0,0.0,False,3,1
2,0,0,29.0,0,1365.0,0.0,791.0,210.0,0.0,False,1,0
0,1,0,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1,1,2,34.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,1,1,45.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,0,39.0,0,0.0,454.0,0.0,454.0,0.0,False,3,1
0,0,0,18.0,0,128.0,37.0,626.0,0.0,5.0,False,1,0
0,1,1,57.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,2,28.82793046746535,0,0.0,760.0,0.0,21.0,23.0,False,1,1
0,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
1,0,0,32.0,0,0.0,4106.0,388.0,892.0,2.0,True,0,0
2,1,0,29.0,0,0.0,458.07720329024676,0.0,0.0,0.0,True,1,0
0,0,0,21.0,0,556.0,0.0,20.0,1589.0,0.0,False,1,1
2,0,0,16.0,0,0.0,0.0,0.0,0.0,0.0,False,4,0
1,1,2,45.0,0,0.0,0.0,0.0,0.0,0.0,True,2,1
1,0,0,44.0,1,1409.0,910.0,17.0,1452.0,3782.0,False,2,1
0,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,26.0,0,14.0,0.0,0.0,857.0,0.0,False,1,0
2,0,0,46.0,0,1290.0,0.0,57.0,0.0,0.0,False,1,0
0,0,1,24.0,0,0.0,0.0,648.0,0.0,0.0,False,1,1
0,0,0,15.0,0,0.0,785.0,0.0,0.0,0.0,True,1,1
0,1,1,53.0,0,0.0,458.07720329024676,0.0,0.0,0.0,False,3,1
0,0,2,28.0,0,613.0,22.0,0.0,0.0,0.0,False,1,0
0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,7.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,2,31.0,0,1.0,458.07720329024676,2.0,605.0,0.0,False,3,0
0,0,0,9.0,0,224.687617481203,0.0,0.0,0.0,0.0,False,3,0
1,0,2,44.0,1,0.0,1223.0,78.0,1418.0,1239.0,False,5,1
0,0,0,35.0,0,0.0,722.0,0.0,0.0,185.0,False,3,1
0,0,0,30.0,0,27.0,5412.0,86.0,311.1387779083431,0.0,True,3,1
0,0,2,13.0,0,880.0,0.0,0.0,0.0,0.0,False,1,1
2,0,0,45.0,1,773.0,82.0,0.0,6.0,0.0,False,5,1
2,1,0,4.0,0,0.0,458.07720329024676,0.0,0.0,0.0,True,5,1
2,1,0,21.0,0,0.0,458.07720329024676,0.0,0.0,0.0,True,5,1
0,0,0,20.0,0,0.0,409.0,994.0,215.0,0.0,False,4,0
0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,29.0,0,0.0,0.0,792.0,0.0,0.0,True,1,0
1,0,0,28.0,0,2416.0,8926.0,41.0,1.0,462.0,True,6,1
0,0,0,44.0,0,0.0,4.0,6.0,864.0,33.0,True,3,0
1,1,0,50.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,5,0
2,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,False,1,0
0,0,0,19.0,0,0.0,0.0,1.0,644.0,0.0,False,1,0
2,0,0,22.0,0,579.0,0.0,267.0,0.0,108.0,False,4,0
0,0,0,30.0,0,3.0,0.0,880.0,0.0,40.0,False,1,0
1,0,0,36.0,0,0.0,4756.0,0.0,7818.0,96.0,False,5,1
2,0,0,20.0,0,464.0,0.0,1432.0,0.0,0.0,True,4,1
0,0,2,22.0,0,0.0,0.0,659.0,94.0,0.0,True,3,0
0,0,2,22.0,0,0.0,30.0,0.0,0.0,673.0,False,1,1
1,1,1,32.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
0,0,0,35.0,0,194.0,0.0,678.0,0.0,0.0,False,1,0
0,0,2,41.0,0,0.0,33.0,0.0,1324.0,0.0,False,1,0
0,1,0,57.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,1,3.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,2,11.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
0,1,0,17.0,0,0.0,0.0,0.0,311.1387779083431,0.0,False,3,1
0,0,0,30.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2,0,0,23.0,0,1773.0,0.0,78.0,0.0,3.0,False,1,1
0,0,0,58.0,0,224.687617481203,400.0,0.0,690.0,490.0,True,4,0
0,0,0,22.0,0,0.0,46.0,0.0,676.0,0.0,False,3,1
0,0,0,24.0,0,0.0,0.0,173.72916912197996,59.0,4120.0,False,3,0
0,0,0,20.0,0,768.0,19.0,0.0,1.0,0.0,False,4,0
0,1,0,37.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,49.0,0,712.0,1.0,0.0,0.0,304.8547912992357,False,3,0
0,0,0,46.0,0,0.0,557.0,0.0,287.0,781.0,False,4,1
0,0,0,30.0,0,854.0,0.0,30.0,0.0,0.0,False,3,1
0,0,2,36.0,0,0.0,810.0,0.0,0.0,0.0,False,3,1
0,0,0,21.0,0,0.0,780.0,44.0,0.0,5.0,False,1,0
2,0,0,25.0,1,854.0,0.0,319.0,0.0,0.0,False,4,1
0,1,1,42.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,13.0,0,0.0,0.0,173.72916912197996,0.0,0.0,False,3,0
0,0,0,25.0,0,7.0,0.0,0.0,877.0,0.0,False,3,1
1,0,0,29.0,0,0.0,544.0,7.0,2650.0,1561.0,False,6,1
1,1,0,17.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
1,0,2,36.0,0,828.0,5553.0,130.0,47.0,1171.0,True,6,1
0,1,0,44.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
2,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
0,0,2,22.0,0,292.0,395.0,0.0,0.0,3.0,False,1,0
0,1,0,22.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,43.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,3,0
0,0,0,29.0,0,19.0,2115.0,17.0,311.1387779083431,0.0,True,1,0
0,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,1,18.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
1,0,0,42.0,0,0.0,1829.0,2.0,3133.0,2447.0,False,7,0
0,0,0,43.0,0,9.0,0.0,1079.0,0.0,729.0,False,3,1
0,0,0,32.0,0,11.0,31.0,0.0,836.0,9.0,False,3,0
0,1,0,15.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2,0,0,22.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
0,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,34.0,0,34.0,223.0,1559.0,0.0,0.0,True,3,1
2,1,0,70.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
2,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
1,1,0,26.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
0,0,0,17.0,0,112.0,56.0,332.0,0.0,606.0,False,1,0
0,0,0,13.0,0,0.0,2.0,0.0,566.0,208.0,False,1,0
0,0,0,19.0,0,0.0,0.0,79.0,311.1387779083431,0.0,False,1,0
1,1,0,32.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,6,0
0,0,0,33.0,0,4.0,0.0,28.0,0.0,2757.0,False,1,1
0,0,0,21.0,0,759.0,0.0,0.0,311.1387779083431,40.0,False,1,0
2,1,0,23.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
0,0,0,24.0,0,227.0,537.0,13.0,0.0,0.0,True,1,0
0,0,2,17.0,0,0.0,11.0,493.0,0.0,372.0,False,1,1
2,1,0,34.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
0,0,0,31.0,0,1458.0,421.0,76.0,0.0,0.0,False,5,0
0,0,2,43.0,0,6.0,236.0,3.0,448.0,54.0,False,1,0
0,0,0,43.0,0,602.0,3.0,27.0,89.0,69.0,False,4,1
0,0,0,33.0,0,0.0,0.0,661.0,0.0,94.0,True,1,0
2,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,False,4,0
2,1,0,7.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
0,1,1,16.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,2,42.0,0,526.0,2.0,28.0,161.0,304.8547912992357,False,1,1
2,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,True,4,0
0,0,0,19.0,0,0.0,0.0,0.0,157.0,644.0,False,1,0
2,0,0,42.0,0,554.0,0.0,1168.0,0.0,275.0,False,1,1
0,1,1,13.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,21.0,0,31.0,93.0,578.0,0.0,0.0,True,1,0
0,1,1,28.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,1,0,69.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,1,1,15.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,0,48.0,0,58.0,0.0,12.0,311.1387779083431,0.0,False,4,1
0,0,0,42.0,0,224.687617481203,1.0,61.0,897.0,0.0,False,1,1
2,0,0,42.0,0,999.0,0.0,49.0,0.0,11.0,False,5,1
0,0,0,23.0,0,139.0,0.0,0.0,567.0,0.0,False,3,1
0,0,0,26.0,0,0.0,458.07720329024676,0.0,543.0,304.8547912992357,False,3,1
0,0,0,45.0,0,0.0,0.0,450.0,94.0,364.0,False,3,0
0,0,0,30.0,0,756.0,4.0,30.0,0.0,0.0,False,4,1
2,1,0,36.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,1,1
1,0,0,28.82793046746535,0,0.0,27.0,0.0,3573.0,3643.0,False,6,0
0,0,0,35.0,0,0.0,0.0,1.0,0.0,1264.0,False,1,0
1,1,0,21.0,0,0.0,458.07720329024676,0.0,0.0,0.0,True,6,0
1,1,2,50.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
0,1,0,52.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,False,3,1
0,0,2,41.0,0,682.0,0.0,0.0,0.0,17.0,False,1,1
0,0,2,35.0,0,2594.0,195.0,0.0,0.0,0.0,False,1,1
0,0,0,26.0,0,552.0,192.0,30.0,0.0,1.0,False,1,0
0,0,0,17.0,0,584.0,738.0,54.0,0.0,621.0,False,1,0
2,0,0,69.0,0,4483.0,0.0,525.0,0.0,500.0,False,5,1
1,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,0,1,25.0,0,2.0,2762.0,552.0,0.0,1391.0,False,3,1
2,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
0,0,0,25.0,0,64.0,0.0,0.0,660.0,0.0,False,1,1
0,0,2,36.0,0,0.0,0.0,0.0,33.0,619.0,False,3,1
0,0,0,14.0,0,148.0,0.0,34.0,808.0,0.0,False,4,1
1,1,2,27.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
0,0,0,22.0,0,272.0,44.0,0.0,1064.0,418.0,False,3,1
0,0,0,24.0,0,873.0,12.0,1.0,0.0,3.0,False,3,1
2,0,0,28.82793046746535,0,311.0,0.0,745.0,232.0,0.0,False,1,0
2,0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
0,0,0,19.0,0,0.0,13.0,291.0,481.0,2.0,False,4,0
0,0,0,19.0,0,0.0,5.0,4.0,541.0,238.0,False,4,0
0,0,2,38.0,0,0.0,2506.0,46.0,11001.0,5.0,False,2,0
1,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,True,2,0
1,0,2,23.0,0,36.0,2467.0,0.0,381.0,803.0,False,2,0
1,1,2,57.0,0,0.0,458.07720329024676,0.0,0.0,0.0,True,5,1
1,1,0,18.0,0,0.0,0.0,0.0,0.0,0.0,True,5,1
0,0,0,43.0,0,0.0,9.0,1145.0,0.0,0.0,False,1,1
2,0,0,28.0,0,34.0,0.0,1342.0,91.0,0.0,True,1,0
1,0,2,33.0,0,0.0,8759.0,0.0,2788.0,4513.0,False,6,1
1,1,2,37.0,0,0.0,0.0,0.0,0.0,0.0,True,6,1
0,0,0,28.0,0,0.0,55.0,0.0,656.0,0.0,False,3,1
1,0,2,28.0,1,2.0,2144.0,0.0,435.0,5872.0,False,0,1
1,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
0,0,2,29.0,0,75.0,17.0,0.0,211.0,506.0,False,3,0
1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,True,6,0
0,0,0,24.0,0,172.0,775.0,344.0,0.0,0.0,True,1,1
1,0,0,59.0,0,0.0,5407.0,0.0,285.0,1135.0,False,6,0
2,1,0,43.0,0,0.0,0.0,0.0,0.0,0.0,False,4,0
2,1,0,20.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
1,1,2,23.0,0,0.0,0.0,173.72916912197996,0.0,0.0,True,0,0
1,1,2,27.0,0,0.0,0.0,0.0,311.1387779083431,0.0,True,5,0
1,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,1,1,38.0,0,0.0,0.0,0.0,0.0,0.0,True,3,1
2,0,0,48.0,0,639.0,412.0,110.0,0.0,0.0,True,1,1
2,0,0,25.0,0,1734.0,1.0,189.0,1.0,0.0,False,1,1
0,1,1,25.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
2,0,0,24.0,0,737.0,37.0,1682.0,0.0,0.0,False,1,1
2,1,0,69.0,0,0.0,0.0,0.0,0.0,0.0,True,1,1
1,0,2,20.0,0,0.0,646.0,0.0,311.1387779083431,1425.0,False,0,0
1,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,True,0,0
0,1,0,28.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,1,23.0,0,0.0,9.0,292.0,35.0,349.0,True,4,0
2,0,0,24.0,0,345.0,0.0,451.0,0.0,582.0,False,4,1
1,0,0,44.0,0,0.0,1482.0,127.0,1555.0,1257.0,False,0,0
2,0,0,29.0,0,834.0,0.0,28.0,117.0,41.0,False,4,0
1,0,2,6.0,0,0.0,0.0,0.0,0.0,0.0,True,0,1
1,0,0,42.0,0,41.0,1912.0,0.0,1899.0,43.0,False,0,1
0,1,2,78.0,0,0.0,0.0,0.0,0.0,0.0,False,3,0
0,0,0,36.0,0,548.0,179.0,24.0,0.0,77.0,False,1,1
1,0,2,37.0,0,0.0,100.0,0.0,1402.0,1462.0,False,3,1
1,0,2,41.0,0,0.0,12809.0,2.0,2835.0,1514.0,True,2,0
0,0,0,18.0,0,852.0,48.0,0.0,7.0,0.0,False,3,1
2,0,0,62.0,0,1663.0,0.0,23.0,2.0,12.0,False,1,0
2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,1,0
2,0,0,55.0,0,1281.0,0.0,7.0,1.0,0.0,False,1,0
0,1,0,16.0,0,0.0,0.0,0.0,0.0,0.0,True,3,0
0,0,0,32.0,0,238.0,156.0,3.0,2.0,324.0,False,1,0
0,0,0,19.0,0,0.0,1124.0,4.0,0.0,0.0,True,1,1
